matcher,index,points,range,zone,radius,found,repeat,timesum,timeavg
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.015625,0.25,203,100,3902,39.024
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.015625,0.125,47,100,1464,14.643
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.015625,0.0625,13,100,686,6.862
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.015625,0.03125,4,100,392,3.921
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.015625,0.015625,1,100,224,2.242
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.015625,0.0078125,1,100,129,1.296
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.0078125,0.5,795,100,7918,79.184
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.0078125,0.25,204,100,3818,38.190
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.0078125,0.125,48,100,1418,14.186
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.0078125,0.0625,10,100,682,6.821
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.0078125,0.03125,4,100,388,3.885
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.0078125,0.015625,1,100,145,1.457
HsqlZoneMatcherImpl,SEPARATE,4198401,32.0,0.0078125,0.0078125,1,100,124,1.244
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.5,0.5,53,100,2238,22.384
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.5,0.25,11,100,1423,14.237
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.5,0.125,2,100,1424,14.241
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.5,0.0625,1,100,1352,13.528
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.5,0.03125,1,100,1231,12.311
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.5,0.015625,1,100,1211,12.117
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.5,0.0078125,1,100,1256,12.566
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.25,0.5,51,100,2399,23.992
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.25,0.25,11,100,1125,11.260
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.25,0.125,2,100,722,7.227
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.25,0.0625,1,100,722,7.221
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.25,0.03125,1,100,720,7.210
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.25,0.015625,1,100,681,6.812
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.25,0.0078125,1,100,591,5.918
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.125,0.5,48,100,1558,15.590
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.125,0.25,10,100,746,7.469
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.125,0.125,5,100,508,5.086
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.125,0.0625,1,100,349,3.500
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.125,0.03125,1,100,349,3.491
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.125,0.015625,1,100,348,3.489
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.125,0.0078125,1,100,348,3.489
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0625,0.5,49,100,1502,15.029
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0625,0.25,10,100,755,7.558
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0625,0.125,4,100,366,3.667
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0625,0.0625,1,100,215,2.150
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0625,0.03125,1,100,137,1.379
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0625,0.015625,1,100,139,1.399
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0625,0.0078125,1,100,131,1.312
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.03125,0.5,50,100,1538,15.382
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.03125,0.25,11,100,796,7.964
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.03125,0.125,3,100,446,4.465
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.03125,0.0625,1,100,154,1.545
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.03125,0.03125,1,100,135,1.358
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.03125,0.015625,1,100,121,1.213
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.03125,0.0078125,1,100,120,1.206
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.015625,0.5,51,100,2716,27.165
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.015625,0.25,10,100,1091,10.918
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.015625,0.125,5,100,568,5.684
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.015625,0.0625,1,100,242,2.426
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.015625,0.03125,1,100,201,2.019
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.015625,0.015625,1,100,143,1.436
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.015625,0.0078125,1,100,96,0.965
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0078125,0.5,51,100,1432,14.322
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0078125,0.25,12,100,666,6.662
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0078125,0.125,3,100,314,3.143
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0078125,0.0625,1,100,124,1.241
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0078125,0.03125,1,100,101,1.014
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0078125,0.015625,1,100,57,0.575
HsqlZoneMatcherImpl,COMBINED,4198401,128.0,0.0078125,0.0078125,1,100,33,0.337
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.5,0.5,198,100,5594,55.942
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.5,0.25,48,100,3383,33.838
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.5,0.125,10,100,3292,32.929
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.5,0.0625,2,100,3271,32.710
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.5,0.03125,1,100,3261,32.613
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.5,0.015625,1,100,3596,35.969
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.5,0.0078125,1,100,3737,37.374
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.25,0.5,205,100,4972,49.730
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.25,0.25,48,100,2455,24.555
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.25,0.125,12,100,1339,13.394
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.25,0.0625,3,100,1407,14.074
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.25,0.03125,1,100,1434,14.345
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.25,0.015625,1,100,1408,14.080
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.25,0.0078125,1,100,1359,13.596
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.125,0.5,207,100,4390,43.907
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.125,0.25,47,100,1987,19.876
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.125,0.125,11,100,993,9.938
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.125,0.0625,5,100,691,6.920
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.125,0.03125,1,100,706,7.064
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.125,0.015625,1,100,650,6.504
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.125,0.0078125,1,100,613,6.133
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0625,0.5,201,100,5270,52.701
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0625,0.25,48,100,2933,29.336
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0625,0.125,12,100,3709,37.097
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0625,0.0625,2,100,482,4.821
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0625,0.03125,1,100,300,3.010
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0625,0.015625,1,100,290,2.906
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0625,0.0078125,1,100,360,3.607
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.03125,0.5,207,100,4124,41.249
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.03125,0.25,48,100,1653,16.533
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.03125,0.125,13,100,778,7.785
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.03125,0.0625,3,100,437,4.373
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.03125,0.03125,1,100,248,2.482
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.03125,0.015625,1,100,147,1.475
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.03125,0.0078125,1,100,146,1.469
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.015625,0.5,207,100,4586,45.862
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.015625,0.25,47,100,1810,18.102
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.015625,0.125,9,100,782,7.828
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.015625,0.0625,3,100,442,4.425
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.015625,0.03125,1,100,150,1.509
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.015625,0.015625,1,100,131,1.314
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.015625,0.0078125,1,100,117,1.173
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0078125,0.5,206,100,3564,35.641
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0078125,0.25,49,100,1537,15.371
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0078125,0.125,13,100,620,6.209
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0078125,0.0625,1,100,319,3.196
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0078125,0.03125,1,100,123,1.234
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0078125,0.015625,1,100,101,1.019
HsqlZoneMatcherImpl,COMBINED,4198401,64.0,0.0078125,0.0078125,1,100,68,0.682
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.5,0.5,809,100,12765,127.653
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.5,0.25,201,100,8288,82.885
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.5,0.125,46,100,8438,84.384
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.5,0.0625,10,100,8339,83.395
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.5,0.03125,5,100,8223,82.231
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.5,0.015625,1,100,10073,100.737
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.5,0.0078125,1,100,7444,74.445
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.25,0.5,808,100,10343,103.436
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.25,0.25,199,100,6054,60.540
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.25,0.125,49,100,3747,37.476
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.25,0.0625,11,100,3250,32.502
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.25,0.03125,4,100,3147,31.474
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.25,0.015625,1,100,3285,32.854
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.25,0.0078125,1,100,3403,34.032
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.125,0.5,809,100,9602,96.022
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.125,0.25,202,100,4217,42.173
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.125,0.125,52,100,2417,24.174
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.125,0.0625,9,100,1248,12.480
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.125,0.03125,3,100,1289,12.894
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.125,0.015625,1,100,1390,13.909
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.125,0.0078125,1,100,1452,14.524
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0625,0.5,814,100,9625,96.257
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0625,0.25,201,100,6620,66.206
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0625,0.125,49,100,2113,21.134
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0625,0.0625,11,100,1064,10.645
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0625,0.03125,1,100,647,6.472
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0625,0.015625,1,100,693,6.933
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0625,0.0078125,1,100,663,6.637
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.03125,0.5,805,100,9328,93.287
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.03125,0.25,200,100,4507,45.078
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.03125,0.125,49,100,1967,19.670
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.03125,0.0625,11,100,922,9.224
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.03125,0.03125,3,100,540,5.402
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.03125,0.015625,1,100,347,3.474
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.03125,0.0078125,1,100,347,3.474
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.015625,0.5,807,100,9194,91.945
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.015625,0.25,200,100,4247,42.479
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.015625,0.125,52,100,1491,14.918
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.015625,0.0625,10,100,689,6.894
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.015625,0.03125,3,100,373,3.738
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.015625,0.015625,1,100,208,2.086
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.015625,0.0078125,1,100,123,1.238
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0078125,0.5,802,100,7635,76.355
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0078125,0.25,202,100,3543,35.439
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0078125,0.125,48,100,1608,16.083
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0078125,0.0625,12,100,660,6.610
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0078125,0.03125,4,100,361,3.610
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0078125,0.015625,1,100,125,1.253
HsqlZoneMatcherImpl,COMBINED,4198401,32.0,0.0078125,0.0078125,1,100,109,1.094
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.5,0.5,51,100,2233,22.334
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.5,0.25,12,100,1392,13.927
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.5,0.125,2,100,1449,14.496
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.5,0.0625,1,100,1396,13.963
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.5,0.03125,1,100,1328,13.288
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.5,0.015625,1,100,1205,12.059
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.5,0.0078125,1,100,1210,12.110
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.25,0.5,49,100,1738,17.383
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.25,0.25,11,100,890,8.902
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.25,0.125,3,100,580,5.805
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.25,0.0625,1,100,576,5.768
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.25,0.03125,1,100,576,5.767
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.25,0.015625,1,100,578,5.786
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.25,0.0078125,1,100,577,5.776
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.125,0.5,50,100,1990,19.908
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.125,0.25,10,100,836,8.362
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.125,0.125,3,100,541,5.413
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.125,0.0625,1,100,348,3.485
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.125,0.03125,1,100,347,3.470
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.125,0.015625,1,100,346,3.467
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.125,0.0078125,1,100,346,3.463
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0625,0.5,47,100,1856,18.566
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0625,0.25,12,100,810,8.102
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0625,0.125,4,100,435,4.357
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0625,0.0625,1,100,244,2.444
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0625,0.03125,1,100,146,1.467
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0625,0.015625,1,100,146,1.466
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0625,0.0078125,1,100,131,1.311
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.03125,0.5,50,100,1722,17.226
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.03125,0.25,12,100,723,7.232
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.03125,0.125,2,100,367,3.673
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.03125,0.0625,1,100,127,1.271
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.03125,0.03125,1,100,111,1.115
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.03125,0.015625,1,100,98,0.980
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.03125,0.0078125,1,100,97,0.977
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.015625,0.5,50,100,1454,14.543
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.015625,0.25,11,100,691,6.913
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.015625,0.125,2,100,362,3.628
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.015625,0.0625,1,100,121,1.210
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.015625,0.03125,1,100,101,1.011
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.015625,0.015625,1,100,67,0.670
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.015625,0.0078125,1,100,43,0.433
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0078125,0.5,50,100,1557,15.574
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0078125,0.25,11,100,683,6.837
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0078125,0.125,3,100,333,3.335
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0078125,0.0625,1,100,136,1.363
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0078125,0.03125,1,100,109,1.093
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0078125,0.015625,1,100,69,0.690
HsqlZoneMatcherImpl,COMPLEX,4198401,128.0,0.0078125,0.0078125,1,100,42,0.424
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.5,0.5,201,100,5422,54.226
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.5,0.25,49,100,3423,34.233
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.5,0.125,12,100,3061,30.617
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.5,0.0625,2,100,3256,32.566
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.5,0.03125,1,100,3393,33.935
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.5,0.015625,1,100,3399,33.999
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.5,0.0078125,1,100,3427,34.280
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.25,0.5,206,100,4469,44.696
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.25,0.25,48,100,2497,24.971
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.25,0.125,12,100,1499,14.997
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.25,0.0625,3,100,1338,13.385
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.25,0.03125,1,100,1280,12.802
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.25,0.015625,1,100,1410,14.101
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.25,0.0078125,1,100,1491,14.915
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.125,0.5,199,100,3939,39.394
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.125,0.25,47,100,2166,21.664
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.125,0.125,12,100,1068,10.687
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.125,0.0625,2,100,637,6.376
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.125,0.03125,1,100,669,6.694
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.125,0.015625,1,100,703,7.038
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.125,0.0078125,1,100,694,6.942
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0625,0.5,204,100,4429,44.296
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0625,0.25,51,100,1880,18.803
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0625,0.125,10,100,848,8.484
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0625,0.0625,3,100,458,4.582
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0625,0.03125,1,100,318,3.184
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0625,0.015625,1,100,342,3.421
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0625,0.0078125,1,100,329,3.293
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.03125,0.5,202,100,3964,39.642
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.03125,0.25,48,100,1612,16.120
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.03125,0.125,9,100,2222,22.230
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.03125,0.0625,2,100,386,3.869
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.03125,0.03125,1,100,224,2.242
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.03125,0.015625,1,100,142,1.427
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.03125,0.0078125,1,100,156,1.561
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.015625,0.5,200,100,4220,42.203
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.015625,0.25,49,100,1596,15.965
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.015625,0.125,13,100,702,7.025
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.015625,0.0625,4,100,396,3.962
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.015625,0.03125,1,100,151,1.510
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.015625,0.015625,1,100,131,1.315
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.015625,0.0078125,1,100,114,1.146
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0078125,0.5,205,100,3275,32.750
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0078125,0.25,47,100,1374,13.747
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0078125,0.125,9,100,616,6.170
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0078125,0.0625,2,100,319,3.200
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0078125,0.03125,1,100,120,1.206
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0078125,0.015625,1,100,98,0.989
HsqlZoneMatcherImpl,COMPLEX,4198401,64.0,0.0078125,0.0078125,1,100,66,0.665
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.5,0.5,804,100,11530,115.301
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.5,0.25,200,100,6864,68.642
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.5,0.125,51,100,7066,70.662
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.5,0.0625,12,100,7125,71.255
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.5,0.03125,4,100,7176,71.763
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.5,0.015625,1,100,7080,70.809
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.5,0.0078125,1,100,7153,71.536
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.25,0.5,812,100,9918,99.184
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.25,0.25,201,100,4768,47.688
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.25,0.125,48,100,3155,31.555
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.25,0.0625,10,100,3314,33.147
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.25,0.03125,2,100,3304,33.049
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.25,0.015625,1,100,3340,33.408
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.25,0.0078125,1,100,3339,33.399
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.125,0.5,804,100,9303,93.037
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.125,0.25,203,100,5137,51.378
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.125,0.125,49,100,2691,26.910
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.125,0.0625,10,100,1513,15.136
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.125,0.03125,4,100,1507,15.078
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.125,0.015625,1,100,1504,15.040
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.125,0.0078125,1,100,1438,14.385
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0625,0.5,797,100,9233,92.338
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0625,0.25,198,100,4559,45.594
HsqlZoneMatcherImpl,COMPLEX,4198401,32.0,0.0625,0.125,51,100,2189,21.891
